11812 23099 525
       17.72180000000000177351         1.57370000000000009877 0
       16.01160000000000138698         1.66749999999999998224 0
        9.06099999999999994316         1.36680000000000001492 0
       -0.57590000000000074465        -0.11020000000000007567 0
       -9.51980000000000003979        -1.89420000000000010587 0
      -15.65109999999999956799        -2.59379999999999988347 0
      -18.15709999999999979536        -1.72340000000000004299 0
      -16.94590000000000173941         0.20510000000000006004 0
      -12.41370000000000040075         2.22380000000000022098 0
       -5.40899999999999980815         3.45429999999999992610 0
        2.81549999999999922551         3.50459999999999993747 0
       10.67769999999999974705         2.66639999999999988134 0
       16.30369999999999919282         1.78340000000000009628 0
      -30.00000000000000000000       -15.00000000000000000000 0
       30.00000000000000000000       -15.00000000000000000000 0
       30.00000000000000000000        15.00000000000000000000 0
      -30.00000000000000000000        15.00000000000000000000 0
       17.29425000000000167688         1.59715000000000006963 0
       16.86670000000000158025         1.62060000000000004050 0
       16.43915000000000148361         1.64405000000000001137 0
       15.51512857142857271242         1.64602142857142852428 0
       15.01865714285714403786         1.62454285714285706632 0
       14.52218571428571536330         1.60306428571428560836 0
       14.02571428571428668874         1.58158571428571437245 0
       13.52924285714285801419         1.56010714285714291449 0
       13.03277142857142933963         1.53862857142857145654 0
       12.53630000000000066507         1.51714999999999999858 0
       12.03982857142857199051         1.49567142857142854062 0
       11.54335714285714331595         1.47419285714285708266 0
       11.04688571428571464139         1.45271428571428562471 0
       10.55041428571428596683         1.43123571428571438879 0
       10.05394285714285729227         1.40975714285714293084 0
        9.55747142857142861772         1.38827857142857147288 0
        8.57915500000000008640         1.29295000000000004370 0
        8.09731000000000022965         1.21910000000000007248 0
        7.61546500000000037289         1.14525000000000010125 0
        7.13361999999999962796         1.07139999999999990798 0
        6.65177499999999977121         0.99754999999999993676 0
        6.16992999999999991445         0.92369999999999996554 0
        5.68808500000000005770         0.84984999999999999432 0
        5.20623999999999931276         0.77599999999999991207 0
        4.72439499999999945601         0.70214999999999994085 0
        4.24254999999999959925         0.62829999999999996962 0
        3.76070499999999885432         0.55444999999999988738 0
        3.27885999999999988574         0.48060000000000002718 0
        2.79701499999999914081         0.40674999999999994493 0
        2.31517000000000017224         0.33289999999999997371 0
        1.83332499999999942730         0.25905000000000000249 0
        1.35147999999999868237         0.18519999999999980922 0
        0.86963499999999882561         0.11135000000000006004 0
        0.38778999999999896886         0.03749999999999986677 0
       -0.09405500000000088789        -0.03635000000000010445 0
       -1.04663157894736835729        -0.20409473684210527322 0
       -1.51736315789473663607        -0.29798947368421052628 0
       -1.98809473684210491484        -0.39188421052631577934 0
       -2.45882631578947341566        -0.48577894736842103240 0
       -2.92955789473684147239        -0.57967368421052634098 0
       -3.40028947368420997321        -0.67356842105263148301 0
       -3.87102105263157847403        -0.76746315789473673608 0
       -4.34175263157894697486        -0.86135789473684198914 0
       -4.81248421052631503159        -0.95525263157894735322 0
       -5.28321578947368308832        -1.04914736842105260628 0
       -5.75394736842105203323        -1.14304210526315808139 0
       -6.22467894736842008996        -1.23693684210526311240 0
       -6.69541052631578903487        -1.33083157894736858751 0
       -7.16614210526315709160        -1.42472631578947361852 0
       -7.63687368421052603651        -1.51862105263157909363 0
       -8.10760526315789320506        -1.61251578947368412464 0
       -8.57833684210526392633        -1.70641052631578959975 0
       -9.04906842105263109488        -1.80030526315789485281 0
       -9.99143846153846126867        -1.94801538461538470415 0
      -10.46307692307692249756        -2.00183076923076930242 0
      -10.93471538461538372644        -2.05564615384615390070 0
      -11.40635384615384673168        -2.10946153846153849898 0
      -11.87799230769230796056        -2.16327692307692309726 0
      -12.34963076923076918945        -2.21709230769230769553 0
      -12.82126923076923041833        -2.27090769230769229381 0
      -13.29290769230769164722        -2.32472307692307689209 0
      -13.76454615384615465246        -2.37853846153846149036 0
      -14.23618461538461588134        -2.43235384615384608864 0
      -14.70782307692307711022        -2.48616923076923068692 0
      -15.17946153846153833911        -2.53998461538461528519 0
      -16.06876666666666508831        -2.44873333333333320638 0
      -16.48643333333333416135        -2.30366666666666652930 0
      -16.90409999999999968168        -2.15859999999999985221 0
      -17.32176666666666520200        -2.01353333333333317512 0
      -17.73943333333333427504        -1.86846666666666649803 0
      -17.91486000000000089472        -1.33769999999999988916 0
      -17.67262000000000199407        -0.95199999999999995737 0
      -17.43037999999999954071        -0.56630000000000002558 0
      -17.18814000000000064006        -0.18059999999999987175 0
      -16.49268000000000000682         0.40697000000000005393 0
      -16.03946000000000182695         0.60884000000000004782 0
      -15.58624000000000187072         0.81071000000000004171 0
      -15.13302000000000191449         1.01258000000000025764 0
      -14.67980000000000018190         1.21445000000000025153 0
      -14.22658000000000200203         1.41632000000000024542 0
      -13.77336000000000026944         1.61819000000000023931 0
      -13.32014000000000031321         1.82006000000000045524 0
      -12.86692000000000035698         2.02193000000000022709 0
      -11.94672000000000089415         2.30583333333333362347 0
      -11.47973999999999961119         2.38786666666666702596 0
      -11.01276000000000010459         2.46989999999999998437 0
      -10.54578000000000059799         2.55193333333333338686 0
      -10.07880000000000109139         2.63396666666666678935 0
       -9.61181999999999980844         2.71600000000000019185 0
       -9.14484000000000030184         2.79803333333333359434 0
       -8.67786000000000079524         2.88006666666666699683 0
       -8.21087999999999951228         2.96209999999999995524 0
       -7.74390000000000000568         3.04413333333333335773 0
       -7.27692000000000049909         3.12616666666666676022 0
       -6.80993999999999921613         3.20820000000000016271 0
       -6.34295999999999970953         3.29023333333333312112 0
       -5.87597999999999931475         3.37226666666666652361 0
       -4.92520588235294098922         3.45725882352941171760 0
       -4.44141176470588217029         3.46021764705882350910 0
       -3.95761764705882335136         3.46317647058823530060 0
       -3.47382352941176453243         3.46613529411764709209 0
       -2.99002941176470571349         3.46909411764705888359 0
       -2.50623529411764689456         3.47205294117647067509 0
       -2.02244117647058851972         3.47501176470588246659 0
       -1.53864705882352970079         3.47797058823529425808 0
       -1.05485294117647043777         3.48092941176470560549 0
       -0.57105882352941161884         3.48388823529411739699 0
       -0.08726470588235279990         3.48684705882352918849 0
        0.39652941176470601903         3.48980588235294097998 0
        0.88032352941176394978         3.49276470588235277148 0
        1.36411764705882276871         3.49572352941176456298 0
        1.84791176470588158764         3.49868235294117635448 0
        2.33170588235294040658         3.50164117647058814597 0
        3.30688750000000020179         3.45221249999999990621 0
        3.79827500000000028990         3.39982499999999987494 0
        4.28966250000000037801         3.34743749999999984368 0
        4.78105000000000046612         3.29504999999999981242 0
        5.27243750000000055422         3.24266249999999978115 0
        5.76382499999999975415         3.19027499999999974989 0
        6.25521249999999984226         3.13788749999999971863 0
        6.74659999999999993037         3.08549999999999968736 0
        7.23798750000000001847         3.03311249999999965610 0
        7.72937500000000010658         2.98072499999999962483 0
        8.22076249999999930651         2.92833750000000003766 0
        8.71214999999999939462         2.87595000000000000639 0
        9.20353749999999948272         2.82356249999999997513 0
        9.69492499999999957083         2.77117499999999994387 0
       10.18631249999999965894         2.71878749999999991260 0
       11.14653333333333229405         2.59281666666666676946 0
       11.61536666666666661740         2.51923333333333321349 0
       12.08419999999999916440         2.44565000000000010161 0
       12.55303333333333348776         2.37206666666666654564 0
       13.02186666666666603476         2.29848333333333343376 0
       13.49070000000000035811         2.22489999999999987779 0
       13.95953333333333290511         2.15131666666666676591 0
       14.42836666666666545211         2.07773333333333365402 0
       14.89719999999999977547         2.00415000000000009805 0
       15.36603333333333409882         1.93056666666666654208 0
       15.83486666666666664582         1.85698333333333343020 0
       16.77639999999999886882         1.71350000000000002309 0
       17.24910000000000209752         1.64360000000000017195 0
      -29.50413223140495944108       -15.00000000000000000000 0
      -29.00826446280991888216       -15.00000000000000000000 0
      -28.51239669421487477052       -15.00000000000000000000 0
      -28.01652892561983421160       -15.00000000000000000000 0
      -27.52066115702479365268       -15.00000000000000000000 0
      -27.02479338842975309376       -15.00000000000000000000 0
      -26.52892561983470898213       -15.00000000000000000000 0
      -26.03305785123966842320       -15.00000000000000000000 0
      -25.53719008264462786428       -15.00000000000000000000 0
      -25.04132231404958730536       -15.00000000000000000000 0
      -24.54545454545454674644       -15.00000000000000000000 0
      -24.04958677685950618752       -15.00000000000000000000 0
      -23.55371900826446207589       -15.00000000000000000000 0
      -23.05785123966942151696       -15.00000000000000000000 0
      -22.56198347107438095804       -15.00000000000000000000 0
      -22.06611570247933684641       -15.00000000000000000000 0
      -21.57024793388429628749       -15.00000000000000000000 0
      -21.07438016528925572857       -15.00000000000000000000 0
      -20.57851239669421516965       -15.00000000000000000000 0
      -20.08264462809917461072       -15.00000000000000000000 0
      -19.58677685950413405180       -15.00000000000000000000 0
      -19.09090909090908994017       -15.00000000000000000000 0
      -18.59504132231404938125       -15.00000000000000000000 0
      -18.09917355371900882233       -15.00000000000000000000 0
      -17.60330578512396471069       -15.00000000000000000000 0
      -17.10743801652892415177       -15.00000000000000000000 0
      -16.61157024793388359285       -15.00000000000000000000 0
      -16.11570247933884303393       -15.00000000000000000000 0
      -15.61983471074380069865       -15.00000000000000000000 0
      -15.12396694214876013973       -15.00000000000000000000 0
